index,source,target,protocol,count
606,10.59.137.151,internal,http,7
606,10.59.253.121,10.59.20.74,ssl,1
606,10.59.126.124,outeral,unknown,1
606,10.59.212.201,10.59.22.82,ftp_control,165
606,10.59.174.110,internal,http_proxy,16
606,10.59.223.85,internal,unknown,18
606,10.59.223.85,internal,http,435
606,10.59.34.123,10.59.88.121,ssl,1
606,10.59.253.10,internal,unknown,3
606,10.59.253.10,internal,http,15
606,10.59.253.121,10.59.20.203,ssl,3
606,10.59.166.228,outeral,http,11
606,10.59.126.194,outeral,http,2
606,10.59.223.137,internal,unknown,1
606,10.59.137.131,internal,ssh,2
606,10.59.43.12,outeral,http,1
606,internal,10.59.253.170,http_proxy,7
606,internal,10.59.253.58,ssl,126
606,10.59.174.121,internal,http_proxy,18
606,10.59.126.143,outeral,http,1
606,10.59.174.218,internal,http_proxy,32
606,10.59.174.75,internal,http_proxy,29
606,10.59.21.10,10.59.223.172,http,91
606,10.59.216.41,internal,unknown,1
606,10.59.36.81,outeral,http,2
606,internal,10.59.253.48,http,9
606,10.59.146.157,internal,http_proxy,14
606,10.59.174.245,internal,http_proxy,137
606,10.59.174.29,outeral,http_proxy,18
606,10.59.212.44,outeral,http,176
606,10.59.223.133,outeral,http,1
606,10.59.253.157,10.59.20.74,ssl,1
606,10.59.253.157,10.59.20.74,http,1
606,internal,10.59.45.217,unknown,1
606,10.59.21.10,10.59.223.59,http,76
606,10.59.174.29,10.59.174.170,http_proxy,37
606,10.59.174.245,10.59.174.143,http_proxy,11
606,10.59.174.224,internal,http_proxy,21
606,10.59.216.173,outeral,ssl,1
606,10.59.174.227,internal,http_proxy,27
606,10.59.174.143,internal,http_proxy,21
606,10.59.126.184,outeral,unknown,1
606,10.59.126.184,outeral,http,1
606,10.59.137.187,10.59.223.66,http,2
606,10.59.137.187,10.59.223.66,mysql,3
606,internal,10.59.253.30,http,9
606,10.59.174.228,internal,http_proxy,25
606,10.59.43.247,outeral,http,1
606,10.59.223.223,10.59.223.142,http,1
606,10.59.181.107,outeral,http,1
606,10.59.126.205,outeral,unknown,1
606,10.59.126.205,outeral,http,2
606,10.59.22.149,outeral,whois-das,4
606,10.59.174.62,10.59.174.170,http_proxy,20
606,10.59.174.194,internal,ssh,11
606,10.59.21.10,10.59.223.28,http,50
606,10.59.126.247,outeral,http,3
606,10.59.137.72,outeral,http,17
606,10.59.126.149,outeral,unknown,1
606,10.59.126.149,outeral,http,1
606,10.59.126.110,outeral,http,1
606,10.59.181.79,10.59.180.205,ssh,1
606,10.59.126.82,outeral,http,1
606,10.59.126.125,outeral,http,1
606,10.59.223.66,10.59.223.26,unknown,12
606,10.59.223.66,10.59.223.26,http,9
606,10.59.207.121,10.59.58.228,ssl,2
606,10.59.223.172,10.59.137.67,mysql,1
606,10.59.21.10,10.59.174.62,http,3
606,10.59.212.16,internal,http,51
606,10.59.21.10,outeral,http,1782
606,10.59.137.209,outeral,http,3
606,10.59.216.85,outeral,ssl,1
606,10.59.253.157,10.59.20.203,ssl,1
606,10.59.253.157,10.59.20.203,http,1
606,10.59.174.187,outeral,http,16
606,10.59.231.85,outeral,http,1
606,10.59.21.10,10.59.207.218,http,1
606,10.59.126.118,outeral,http,2
606,10.59.174.170,internal,http_proxy,19
606,10.59.126.4,outeral,http,1
606,10.59.253.157,10.59.20.191,ssl,2
606,10.59.45.245,internal,http,384
606,10.59.45.122,internal,http,171
606,10.59.45.245,10.59.45.180,http_proxy,354
606,10.59.45.245,10.59.45.180,http_connect,1
606,10.59.174.62,10.59.174.187,http_proxy,30
606,10.59.174.177,internal,http_proxy,16
606,internal,10.59.126.85,ftp_data,11
606,internal,10.59.126.85,ftp_control,16
606,10.59.21.10,10.59.137.72,http,25
606,internal,10.59.81.213,http,31
606,internal,10.59.223.31,http,103
606,10.59.181.77,outeral,http,1
606,10.59.253.121,10.59.20.39,ssl,1
606,10.59.174.14,internal,http_proxy,14
606,10.59.174.245,10.59.174.187,http_proxy,38
606,10.59.174.29,internal,http_proxy,155
606,10.59.174.29,internal,ssh,2
606,10.59.126.174,outeral,http,1
606,10.59.137.72,10.59.137.255,mysql,3
606,10.59.223.26,10.59.223.66,http,5
606,10.59.174.29,10.59.174.187,http_proxy,52
606,10.59.179.124,internal,unknown,1
606,10.59.207.218,10.59.58.228,ssl,1
606,10.59.174.45,internal,http_proxy,24
606,10.59.180.88,10.59.174.152,mysql,1
606,10.59.21.10,10.59.174.245,http,1
606,10.59.179.51,internal,unknown,16
606,10.59.212.201,outeral,http,2
606,10.59.174.123,internal,http_proxy,19
606,10.59.207.13,internal,http,1
606,10.59.21.10,10.59.216.8,http,3
606,10.59.253.121,10.59.20.51,ssl,3
606,10.59.253.121,10.59.20.51,http,2
606,10.59.45.65,10.59.58.228,ssl,2
606,10.59.181.231,outeral,http,1
607,internal,10.59.81.227,ssl,1
607,10.59.223.66,internal,http,20
607,10.59.137.187,10.59.223.26,unknown,4
607,10.59.137.187,10.59.223.26,http,35
607,10.59.253.157,10.59.20.39,ssl,1
607,10.59.174.16,internal,http_proxy,16
607,10.59.36.66,outeral,http,1
607,10.59.174.245,10.59.174.170,http_proxy,28
607,10.59.126.30,outeral,http,4
607,10.59.21.10,10.59.223.66,http,5
607,10.59.174.2,internal,http_proxy,21
607,10.59.137.187,outeral,unknown,209
607,10.59.137.187,outeral,http,4
607,internal,10.59.216.254,unknown,3
607,internal,10.59.216.254,kerberos,1
607,internal,10.59.216.254,smb,2
607,internal,10.59.216.254,dns,2
607,internal,10.59.216.254,dce_rpc,2
607,10.59.126.122,outeral,http,1
607,10.59.137.72,internal,http,221
607,10.59.45.5,10.59.45.122,mysql,1
607,10.59.212.181,outeral,unknown,1
607,10.59.212.181,outeral,http,797
607,10.59.223.128,outeral,http,25
607,10.59.174.13,internal,http_proxy,23
607,10.59.126.45,outeral,http,2
607,10.59.253.157,10.59.20.191,ssl,2
607,10.59.253.157,10.59.20.191,http,1
607,10.59.137.202,outeral,unknown,49
607,10.59.45.43,10.59.207.218,http,40
607,10.59.174.220,internal,http_proxy,29
607,10.59.137.78,internal,mysql,22
607,10.59.137.140,outeral,http,2
607,10.59.212.142,outeral,unknown,1
607,10.59.212.142,outeral,http,739
607,10.59.174.157,internal,http_proxy,22
607,internal,10.59.253.48,http,10
607,10.59.223.186,10.59.137.117,mysql,2
607,10.59.216.204,outeral,ssl,2
607,10.59.216.48,outeral,ssl,1
607,10.59.207.13,outeral,unknown,4
607,10.59.207.13,outeral,http,66
607,10.59.126.187,outeral,http,2
607,10.59.56.176,outeral,http,3
607,10.59.212.2,10.59.137.158,http,5
607,10.59.45.221,outeral,http_proxy,90
607,10.59.174.81,10.59.174.143,http_proxy,7
607,10.59.174.4,internal,http_proxy,16
607,10.59.181.185,10.59.253.170,unknown,1
607,10.59.253.10,outeral,unknown,6
607,10.59.253.10,outeral,http,126
607,10.59.253.10,outeral,ssl,1
607,10.59.36.96,10.59.81.157,ssl,1
607,10.59.174.201,internal,http_proxy,19
607,10.59.212.201,10.59.34.15,ftp_control,46
607,10.59.174.115,internal,http_proxy,16
607,10.59.146.4,outeral,unknown,1
607,10.59.21.10,internal,ssl,2
607,10.59.21.10,internal,http,2484
607,10.59.216.147,internal,mysql,1
607,10.59.36.246,10.59.216.81,ssl,2
607,10.59.22.149,outeral,whois-das,4
607,10.59.137.72,10.59.223.116,http,1
607,10.59.174.29,10.59.174.143,http_proxy,9
607,10.59.126.152,outeral,http,1
607,10.59.216.204,internal,mysql,1
607,10.59.174.187,internal,http_proxy,20
607,10.59.253.157,10.59.20.14,ssl,1
607,10.59.174.62,10.59.174.143,http_proxy,10
607,10.59.43.118,outeral,unknown,9
607,10.59.43.118,outeral,http,26
607,10.59.126.171,outeral,http,1
607,10.59.179.30,outeral,http,2
607,10.59.212.16,outeral,http,37
607,internal,10.59.126.199,http,6
607,10.59.174.62,internal,http_proxy,138
607,internal,10.59.148.126,ssl,1
607,10.59.179.124,outeral,unknown,1
607,10.59.216.147,outeral,ssl,1
607,10.59.174.126,internal,http_proxy,17
607,10.59.223.159,10.59.223.203,http,1
607,10.59.174.118,internal,http_proxy,17
607,10.59.126.82,outeral,http,1
607,10.59.174.81,internal,http_proxy,150
607,10.59.253.121,10.59.20.74,http,1
607,10.59.212.201,10.59.22.82,ftp_control,156
607,10.59.174.110,internal,http_proxy,26
607,10.59.216.130,10.59.216.61,ssl,1
607,10.59.34.123,10.59.88.121,ssl,3
607,10.59.174.227,internal,http_proxy,22
607,10.59.255.220,internal,mysql,2
607,10.59.253.121,10.59.20.203,ssl,2
607,10.59.253.121,10.59.20.203,http,1
607,10.59.253.10,internal,unknown,1
607,10.59.166.228,outeral,http,10
607,10.59.126.194,outeral,http,1
607,10.59.223.223,10.59.223.142,http,1
607,internal,10.59.253.170,unknown,2
607,internal,10.59.253.170,http_proxy,13
607,internal,10.59.253.170,http_connect,9
607,10.59.137.151,internal,http,9
607,10.59.174.121,internal,http_proxy,26
607,10.59.126.143,outeral,http,1
607,10.59.253.157,10.59.20.136,http,1
607,10.59.174.218,internal,http_proxy,44
607,10.59.174.75,internal,http_proxy,23
607,10.59.21.10,10.59.223.172,http,38
607,10.59.36.81,outeral,http,2
607,10.59.21.10,10.59.137.86,http,4
607,10.59.146.157,internal,http_proxy,22
607,10.59.174.245,internal,http_proxy,148
607,10.59.174.29,outeral,http_proxy,19
607,10.59.212.44,outeral,http,179
607,10.59.223.133,outeral,unknown,2
607,10.59.223.133,outeral,http,2
607,10.59.253.157,10.59.20.74,http,1
607,10.59.81.81,internal,smb,1
607,10.59.174.29,internal,http_proxy,152
607,10.59.174.29,internal,ssh,3
607,10.59.174.29,10.59.174.170,http_proxy,30
607,10.59.174.245,10.59.174.143,http_proxy,14
607,10.59.174.224,internal,http_proxy,19
607,10.59.216.173,outeral,ssl,1
607,10.59.216.72,outeral,ssl,1
607,10.59.137.187,10.59.223.66,mysql,5
607,10.59.174.143,internal,http_proxy,14
607,10.59.126.184,outeral,http,2
607,internal,10.59.253.30,http,7
607,10.59.174.228,internal,http_proxy,13
607,10.59.126.205,outeral,http,1
607,10.59.207.16,internal,http,1
607,10.59.174.62,10.59.174.170,http_proxy,14
607,10.59.174.194,internal,ssh,10
607,10.59.45.98,10.59.207.218,mysql,1
607,10.59.216.119,outeral,ssl,1
607,10.59.212.2,10.59.137.187,http,17
607,10.59.126.247,outeral,http,3
607,10.59.212.2,10.59.216.8,http,8
607,10.59.137.82,internal,http,1
607,10.59.126.110,outeral,http,2
607,10.59.137.131,internal,ssh,1
607,10.59.43.214,outeral,http,2
607,10.59.126.125,outeral,http,2
607,10.59.223.66,10.59.223.26,unknown,8
607,10.59.223.66,10.59.223.26,http,13
607,10.59.212.16,internal,http,37
607,10.59.21.10,outeral,http,532
607,10.59.146.4,10.59.36.27,unknown,1
607,10.59.253.157,10.59.20.51,ssl,2
607,10.59.253.157,10.59.20.51,http,1
607,10.59.216.85,outeral,ssl,1
607,10.59.181.8,10.59.137.207,http,1
607,10.59.174.187,outeral,http,10
607,10.59.21.10,10.59.126.7,http,3
607,10.59.126.118,outeral,http,3
607,10.59.174.170,internal,http_proxy,19
607,10.59.126.4,outeral,http,1
607,10.59.181.247,outeral,http,2
607,internal,10.59.253.58,ssl,98
607,10.59.45.245,internal,http,420
607,10.59.223.85,internal,unknown,13
607,10.59.223.85,internal,http,428
607,10.59.45.122,internal,http,5
607,10.59.45.245,10.59.45.180,http_proxy,258
607,10.59.174.62,10.59.174.187,http_proxy,39
607,10.59.174.177,internal,http_proxy,21
607,internal,10.59.126.85,ftp_data,27
607,internal,10.59.126.85,ftp_control,22
607,internal,10.59.81.213,http,41
607,internal,10.59.223.31,http,98
607,10.59.174.14,internal,http_proxy,26
607,10.59.174.245,10.59.174.187,http_proxy,61
607,10.59.223.168,10.59.253.218,http,2
607,10.59.137.72,10.59.137.255,mysql,4
607,10.59.223.26,10.59.223.66,http,3
607,10.59.174.29,10.59.174.187,http_proxy,53
607,10.59.179.124,internal,unknown,1
607,10.59.174.45,internal,http_proxy,25
607,10.59.181.227,outeral,http,2
607,10.59.212.201,outeral,http,5
607,10.59.174.123,internal,http_proxy,18
607,10.59.253.121,10.59.20.51,ssl,1
607,10.59.45.65,10.59.58.228,ssl,1
608,10.59.229.220,outeral,http,1
608,internal,10.59.81.227,http,2
608,10.59.223.66,internal,http,26
608,10.59.137.187,10.59.223.26,unknown,5
608,10.59.137.187,10.59.223.26,http,54
608,10.59.174.16,internal,http_proxy,22
608,10.59.36.66,outeral,http,5
608,10.59.174.245,10.59.174.170,http_proxy,41
608,10.59.126.129,outeral,http,1
608,10.59.21.10,10.59.223.66,http,494
608,10.59.174.2,internal,http_proxy,22
608,10.59.137.187,outeral,unknown,226
608,10.59.137.187,outeral,http,3
608,internal,10.59.46.82,telnet,1
608,internal,10.59.55.75,telnet,1
608,internal,10.59.216.254,dce_rpc,1
608,internal,10.59.216.254,dns,2
608,internal,10.59.216.254,ldap,1
608,10.59.181.30,outeral,http,1
608,10.59.137.72,internal,http,227
608,10.59.212.181,outeral,http,187
608,10.59.223.128,outeral,http,6
608,10.59.174.13,internal,http_proxy,15
608,10.59.45.43,10.59.207.218,http,48
608,10.59.174.81,10.59.253.10,http,63
608,10.59.174.220,internal,http_proxy,33
608,10.59.137.78,internal,mysql,11
608,internal,10.59.253.102,http,1
608,10.59.212.142,outeral,http,293
608,10.59.212.2,internal,http,3
608,10.59.174.157,internal,http_proxy,21
608,internal,10.59.253.48,http,10
608,10.59.36.162,outeral,http,2
608,10.59.223.186,10.59.137.117,mysql,1
608,10.59.216.173,internal,mysql,1
608,10.59.216.204,outeral,ssl,1
608,10.59.181.206,outeral,unknown,1
608,10.59.223.66,10.59.137.210,unknown,2
608,10.59.207.13,outeral,unknown,1
608,10.59.207.13,outeral,http,61
608,10.59.45.139,internal,ssh,1
608,10.59.253.121,10.59.20.14,ssl,1
608,10.59.45.5,10.59.45.122,mysql,1
608,10.59.45.221,outeral,http_proxy,92
608,10.59.174.81,10.59.174.143,http_proxy,11
608,10.59.174.4,internal,http_proxy,16
608,internal,10.59.55.127,telnet,1
608,10.59.216.130,10.59.216.15,ssl,1
608,10.59.253.10,outeral,unknown,2
608,10.59.253.10,outeral,http,6
608,10.59.174.201,internal,http_proxy,9
608,10.59.212.201,10.59.34.15,ftp_control,45
608,10.59.174.115,internal,http_proxy,18
608,10.59.21.10,internal,unknown,1
608,10.59.21.10,internal,http,802
608,10.59.21.10,internal,ssl,1
608,10.59.216.172,internal,mysql,1
608,10.59.36.246,10.59.216.81,ssl,1
608,10.59.223.31,internal,mysql,1
608,10.59.22.149,outeral,whois-das,6
608,10.59.21.10,10.59.174.29,http,2
608,10.59.174.29,10.59.174.143,http_proxy,5
608,10.59.174.187,internal,http_proxy,13
608,10.59.253.157,10.59.20.14,ssl,1
608,10.59.253.157,10.59.20.14,http,1
608,10.59.174.62,10.59.174.143,http_proxy,7
608,10.59.174.62,10.59.174.143,http,1
608,10.59.43.118,outeral,unknown,14
608,10.59.43.118,outeral,http,17
608,10.59.126.171,outeral,http,1
608,10.59.179.30,outeral,http,2
608,10.59.253.121,10.59.20.92,ssl,2
608,10.59.212.16,outeral,http,29
608,internal,10.59.126.199,http,8
608,10.59.174.62,internal,http_proxy,142
608,internal,10.59.148.126,ssl,3
608,10.59.45.166,10.59.45.122,mysql,68
608,10.59.253.157,10.59.20.92,ssl,1
608,10.59.253.157,10.59.20.92,smb,1
608,10.59.179.124,outeral,unknown,1
608,10.59.181.62,outeral,http,1
608,10.59.174.126,internal,http_proxy,19
608,10.59.212.2,10.59.137.158,http,11
608,10.59.174.118,internal,http_proxy,20
608,10.59.216.254,internal,unknown,1
608,10.59.21.10,10.59.126.7,http,1
608,10.59.174.81,internal,http_proxy,130
608,10.59.253.121,10.59.20.74,http,2
608,10.59.212.201,10.59.22.82,ftp_control,136
608,10.59.174.110,internal,http_proxy,22
608,10.59.34.123,10.59.88.121,ssl,6
608,10.59.212.2,10.59.137.18,http,20
608,10.59.253.10,internal,unknown,19
608,10.59.253.10,internal,http,9
608,10.59.253.10,internal,ssl,7
608,10.59.253.121,10.59.20.203,ssl,1
608,10.59.166.228,outeral,http,7
608,internal,10.59.253.157,dce_rpc,1
608,internal,10.59.253.157,smb,1
608,internal,10.59.253.170,unknown,2
608,internal,10.59.253.170,http_proxy,19
608,internal,10.59.253.170,http_connect,4
608,10.59.137.151,internal,http,5
608,10.59.174.121,internal,http_proxy,34
608,10.59.216.204,10.59.216.184,http,1
608,10.59.253.157,10.59.20.136,http,1
608,10.59.174.218,internal,http_proxy,42
608,10.59.174.75,internal,http_proxy,26
608,10.59.21.10,10.59.137.86,http,12
608,10.59.146.157,internal,http_proxy,16
608,10.59.174.245,internal,http_proxy,135
608,10.59.174.29,outeral,http_proxy,16
608,10.59.212.44,outeral,http,124
608,10.59.223.133,outeral,http,1
608,10.59.212.2,10.59.223.172,http,5
608,10.59.223.168,10.59.253.218,http,1
608,10.59.216.41,outeral,ssl,1
608,10.59.174.29,10.59.174.170,http_proxy,40
608,10.59.174.245,10.59.174.143,http_proxy,7
608,10.59.174.224,internal,http_proxy,18
608,10.59.45.141,10.59.45.122,mysql,76
608,10.59.174.227,internal,http_proxy,15
608,10.59.174.143,internal,http_proxy,16
608,10.59.181.180,outeral,http,1
608,10.59.137.187,10.59.223.66,mysql,8
608,internal,10.59.231.170,unknown,3
608,10.59.174.228,internal,http_proxy,19
608,10.59.181.107,outeral,http,1
608,10.59.126.7,10.59.126.220,http,1
608,10.59.181.106,outeral,http,1
608,10.59.174.62,10.59.174.170,http_proxy,18
608,10.59.174.194,internal,ssh,12
608,10.59.45.98,10.59.207.218,mysql,2
608,10.59.212.2,10.59.137.187,http,23
608,10.59.212.2,10.59.126.42,http,27
608,10.59.212.2,10.59.216.8,http,7
608,10.59.216.239,outeral,ssl,1
608,10.59.137.131,internal,ssh,1
608,10.59.223.66,10.59.223.26,unknown,5
608,10.59.223.66,10.59.223.26,http,12
608,10.59.212.16,internal,http,41
608,internal,10.59.253.30,http,6
608,10.59.21.10,outeral,http,346
608,10.59.146.4,10.59.36.27,unknown,1
608,10.59.148.45,outeral,ssl,1
608,10.59.223.147,outeral,http,1
608,internal,10.59.240.194,http_proxy,1
608,10.59.216.85,outeral,unknown,1
608,10.59.253.157,10.59.20.203,ssl,3
608,10.59.174.187,outeral,http,8
608,10.59.120.177,outeral,unknown,1
608,10.59.21.10,10.59.207.218,http,5
608,10.59.253.121,10.59.20.51,http,1
608,10.59.174.170,internal,http_proxy,26
608,10.59.126.4,outeral,http,1
608,internal,10.59.253.58,ssl,118
608,internal,10.59.253.58,unknown,2
608,10.59.45.245,internal,unknown,1
608,10.59.45.245,internal,http,306
608,10.59.223.85,internal,unknown,20
608,10.59.223.85,internal,http,404
608,10.59.45.122,internal,http,3
608,10.59.45.245,10.59.45.180,http_proxy,410
608,10.59.45.245,10.59.45.180,http_connect,1
608,10.59.174.62,10.59.174.187,http_proxy,37
608,10.59.174.177,internal,http_proxy,23
608,internal,10.59.126.85,ftp_data,16
608,internal,10.59.126.85,ftp_control,20
608,10.59.21.10,10.59.137.72,http,44
608,internal,10.59.81.213,unknown,1
608,internal,10.59.81.213,http,95
608,internal,10.59.223.31,http,110
608,10.59.181.77,outeral,http,1
608,10.59.216.185,outeral,ssl,2
608,10.59.174.14,internal,http_proxy,22
608,10.59.174.245,10.59.174.187,http_proxy,44
608,10.59.212.2,10.59.137.52,http,3
608,10.59.174.29,internal,http_proxy,140
608,10.59.174.29,internal,ssh,3
608,10.59.137.72,10.59.137.255,mysql,1
608,internal,10.59.46.212,telnet,1
608,10.59.223.26,10.59.223.66,http,3
608,10.59.174.29,10.59.174.187,http_proxy,53
608,10.59.253.157,10.59.20.74,ssl,2
608,10.59.253.157,10.59.20.74,http,1
608,10.59.207.218,10.59.58.228,ssl,2
608,10.59.174.45,internal,http_proxy,15
608,10.59.181.227,outeral,http,1
608,10.59.174.123,internal,http_proxy,16
608,10.59.207.13,internal,http,1
608,10.59.45.65,10.59.58.228,ssl,1
609,internal,10.59.81.227,ssl,4
609,internal,10.59.81.227,http,2
609,10.59.223.66,internal,http,13
609,10.59.253.157,10.59.20.39,ssl,1
609,10.59.174.16,internal,http_proxy,15
609,10.59.36.66,outeral,http,3
609,10.59.174.245,10.59.174.170,http_proxy,32
609,10.59.21.10,10.59.223.66,http,161
609,10.59.174.2,internal,http_proxy,20
609,10.59.180.88,10.59.174.152,mysql,1
609,internal,10.59.216.254,unknown,1
609,internal,10.59.216.254,kerberos,1
609,internal,10.59.216.254,dce_rpc,2
609,internal,10.59.216.254,smb,2
609,internal,10.59.216.254,ldap,3
609,10.59.181.30,outeral,unknown,1
609,10.59.181.30,outeral,http,1
609,10.59.137.72,internal,http,217
609,10.59.216.206,outeral,ssl,1
609,10.59.253.121,10.59.20.136,http,1
609,10.59.212.181,outeral,unknown,1
609,10.59.212.181,outeral,http,893
609,10.59.174.13,internal,http_proxy,23
609,10.59.212.2,10.59.137.248,http,1
609,10.59.216.255,outeral,ssl,1
609,10.59.45.43,10.59.207.218,http,61
609,10.59.216.239,outeral,ssl,1
609,10.59.174.220,internal,http_proxy,27
609,10.59.137.78,internal,mysql,13
609,10.59.212.142,outeral,unknown,1
609,10.59.212.142,outeral,http,982
609,10.59.223.66,outeral,http,1
609,10.59.174.157,internal,http_proxy,24
609,10.59.36.162,outeral,http,2
609,10.59.223.186,10.59.137.117,mysql,1
609,10.59.45.75,10.59.58.228,ssl,1
609,10.59.174.115,internal,http_proxy,13
609,10.59.216.48,outeral,ssl,1
609,10.59.207.13,outeral,unknown,2
609,10.59.207.13,outeral,http,46
609,10.59.253.121,10.59.20.14,ssl,2
609,10.59.253.121,10.59.20.14,http,1
609,10.59.45.5,10.59.45.122,mysql,2
609,10.59.223.159,10.59.223.203,http,1
609,10.59.45.221,outeral,http_proxy,94
609,10.59.174.81,10.59.174.143,http_proxy,5
609,10.59.174.4,internal,http_proxy,15
609,10.59.216.130,10.59.216.15,ssl,1
609,10.59.253.10,outeral,http,36
609,10.59.36.96,10.59.81.157,ssl,1
609,internal,10.59.253.115,unknown,1
609,internal,10.59.253.115,http,1
609,10.59.174.201,internal,http_proxy,21
609,10.59.212.201,10.59.34.15,ftp_control,45
609,10.59.216.234,outeral,ssl,2
609,10.59.174.227,internal,http_proxy,23
609,10.59.146.4,outeral,ssl,1
609,10.59.21.10,internal,ssl,4
609,10.59.21.10,internal,http,869
609,10.59.216.172,internal,mysql,1
609,10.59.253.121,10.59.20.191,ssl,1
609,10.59.126.7,10.59.126.220,http,1
609,10.59.22.149,outeral,whois-das,3
609,10.59.216.225,outeral,ssl,1
609,10.59.231.16,10.59.55.130,telnet,1
609,10.59.174.29,10.59.174.143,http_proxy,10
609,10.59.174.187,internal,http_proxy,25
609,10.59.253.157,10.59.20.14,ssl,1
609,10.59.253.157,10.59.20.14,http,1
609,10.59.174.62,10.59.174.143,http_proxy,9
609,10.59.43.118,outeral,unknown,17
609,10.59.43.118,outeral,http,25
609,10.59.216.128,outeral,ssl,1
609,10.59.212.16,outeral,http,37
609,internal,10.59.126.199,http,9
609,10.59.174.62,internal,unknown,1
609,10.59.174.62,internal,http_proxy,143
609,internal,10.59.148.126,ssl,1
609,10.59.45.166,10.59.45.122,mysql,1
609,10.59.253.157,10.59.20.92,ssl,1
609,10.59.179.124,outeral,unknown,2
609,10.59.181.62,outeral,http,1
609,10.59.174.126,internal,http_proxy,12
609,10.59.212.2,10.59.137.158,http,13
609,10.59.174.118,internal,http_proxy,19
609,10.59.137.53,outeral,ssl,2
609,10.59.216.172,outeral,ssl,1
609,10.59.174.81,internal,http_proxy,143
609,10.59.216.92,internal,mysql,1
609,10.59.212.2,10.59.43.49,http,1
609,10.59.253.121,10.59.20.74,ssl,1
609,internal,10.59.137.235,http,1
609,10.59.212.201,10.59.22.82,ftp_control,136
609,10.59.174.110,internal,http_proxy,24
609,10.59.34.123,10.59.88.121,ssl,4
609,10.59.212.2,10.59.137.18,http,1
609,10.59.253.10,internal,unknown,5
609,10.59.253.10,internal,http,9
609,10.59.253.10,internal,ssl,2
609,10.59.255.220,internal,mysql,2
609,10.59.253.121,10.59.20.203,ssl,1
609,10.59.253.121,10.59.20.203,http,1
609,10.59.166.228,outeral,http,11
609,10.59.223.137,internal,unknown,1
609,10.59.223.66,10.59.223.26,unknown,9
609,10.59.223.66,10.59.223.26,http,55
609,10.59.43.12,outeral,http,1
609,internal,10.59.253.170,http_proxy,17
609,internal,10.59.253.170,http_connect,6
609,10.59.137.151,internal,http,8
609,10.59.174.121,internal,http_proxy,19
609,10.59.253.157,10.59.20.136,ssl,1
609,10.59.174.218,internal,http_proxy,22
609,10.59.207.45,outeral,ssh,1
609,10.59.174.75,internal,http_proxy,16
609,10.59.36.81,outeral,http,3
609,internal,10.59.253.48,http,22
609,10.59.146.157,internal,http_proxy,19
609,10.59.174.245,internal,http_proxy,140
609,10.59.223.16,outeral,http,1
609,10.59.174.29,outeral,http_proxy,26
609,10.59.36.96,10.59.81.121,ssl,1
609,10.59.212.44,outeral,http,125
609,10.59.223.133,outeral,http,1
609,10.59.212.2,10.59.223.172,http,15
609,10.59.174.29,10.59.174.170,http_proxy,35
609,10.59.174.245,10.59.174.143,http_proxy,9
609,10.59.174.224,internal,http_proxy,18
609,10.59.216.72,outeral,ssl,1
609,10.59.45.141,10.59.45.122,mysql,20
609,10.59.137.187,10.59.223.66,http,1
609,10.59.137.187,10.59.223.66,mysql,5
609,10.59.174.143,internal,http_proxy,15
609,10.59.36.246,10.59.216.118,ssl,1
609,internal,10.59.253.30,http,13
609,10.59.212.2,10.59.223.216,http,7
609,10.59.174.228,internal,http_proxy,23
609,internal,10.59.255.110,unknown,1
609,internal,10.59.255.110,http,6
609,10.59.181.106,outeral,unknown,1
609,10.59.174.62,10.59.174.170,http_proxy,14
609,10.59.174.194,internal,ssh,12
609,10.59.45.98,10.59.207.218,mysql,1
609,10.59.216.8,internal,mysql,1
609,10.59.126.110,outeral,http,3
609,10.59.137.131,internal,ssh,1
609,10.59.223.116,internal,ssh,1
609,internal,10.59.253.157,dce_rpc,3
609,internal,10.59.253.157,smb,2
609,10.59.216.202,internal,mysql,1
609,10.59.223.68,10.59.223.86,unknown,1
609,10.59.212.16,internal,http,40
609,10.59.21.10,outeral,http,603
609,10.59.216.202,outeral,ssl,1
609,10.59.223.85,10.59.137.214,unknown,1
609,10.59.216.85,outeral,ssl,1
609,10.59.253.123,outeral,dns,1
609,10.59.253.157,10.59.20.203,ssl,1
609,10.59.174.187,outeral,http,7
609,10.59.120.177,outeral,http,1
609,internal,10.59.253.128,http,1
609,10.59.21.10,10.59.126.7,http,4
609,10.59.174.170,internal,http_proxy,15
609,10.59.126.4,outeral,http,2
609,10.59.21.10,10.59.223.216,http,1
609,internal,10.59.253.58,ssl,142
609,10.59.45.245,internal,http,265
609,10.59.223.85,internal,unknown,18
609,10.59.223.85,internal,http,399
609,10.59.45.122,internal,http,8
609,10.59.45.245,10.59.45.180,http_proxy,340
609,10.59.45.245,10.59.45.180,http_connect,2
609,10.59.174.62,10.59.174.187,http_proxy,28
609,10.59.174.177,internal,http_proxy,18
609,internal,10.59.126.85,ftp_data,10
609,internal,10.59.126.85,ftp_control,13
609,10.59.137.11,10.59.58.170,ssh,1
609,internal,10.59.81.213,http_proxy,2
609,internal,10.59.81.213,http,130
609,10.59.137.92,internal,ssh,1
609,internal,10.59.223.31,http,109
609,10.59.174.14,internal,http_proxy,21
609,10.59.174.245,10.59.174.187,http_proxy,59
609,10.59.174.29,internal,http_proxy,145
609,10.59.174.29,internal,ssh,3
609,10.59.253.121,10.59.20.92,ssl,1
